repo,pr_id,file_count,modified_files,modified_functions,total_additions,total_deletions,commit_messages
apache/spark,56950,2,"['dev/infra/Dockerfile', 'dev/spark-test-image/pypy-310/Dockerfile']",[],2,2,"['[SPARK-57872][INFRA] Pin `lxml==4.9.4` in Dockerfile for PyPy to recover branch-4.1 CI\n\n### What changes were proposed in this pull request?\nThis PR pins `lxml==4.9.4` in the PyPy `pip install` commands in `dev/infra/Dockerfile` and `dev/spark-test-image/pypy-310/Dockerfile` on branch-4.1.\n\n### Why are the changes needed?\nThe branch-4.1 base image build fails because pip pulls the newest `lxml`, which builds from source and requires the libxml2/libxslt development headers that are not available in the PyPy build stage:\n```\nError: Please make sure the libxml2 and libxslt development packages are installed.\nERROR: Failed to build \'lxml\' when getting requirements to build wheel\nERROR: process ""/bin/sh -c pypy3 -m pip install numpy \'six==1.16.0\' \'pandas==2.3.3\' scipy coverage matplotlib lxml"" did not complete successfully: exit code: 1\n```\nSee https://github.com/apache/spark/actions/runs/28551790149/job/84650425805\n\nThis is the same failure fixed on master by SPARK-56513, which pinned both `meson<1.11.0` and `lxml==4.9.4`. `meson` has since been fixed upstream, so only the `lxml` pin is needed here. `4.9.4` is consistent with the version specified in `.github/workflows/build_and_test.yml`.\n\n### Does this PR introduce _any_ user-facing change?\nNo.\n\n### How was this patch tested?\nCI.\n\n### Was this patch authored or co-authored using generative AI tooling?\nGenerated-by: Claude Code (Opus 4.8)']"
apache/spark,56949,7,"['mllib/src/main/scala/org/apache/spark/ml/clustering/KMeans.scala', 'mllib/src/main/scala/org/apache/spark/ml/param/shared/SharedParamsCodeGen.scala', 'mllib/src/main/scala/org/apache/spark/ml/param/shared/sharedParams.scala', 'mllib/src/test/scala/org/apache/spark/ml/clustering/KMeansSuite.scala', 'python/pyspark/ml/clustering.py', 'python/pyspark/ml/param/_shared_params_code_gen.py', 'python/pyspark/ml/param/shared.py']","['KMeans', 'setIntermediateStorageLevel', '__init__', 'getIntermediateStorageLevel', 'HasIntermediateStorageLevel']",85,4,"[""[SPARK-57860][ML] Add HasIntermediateStorageLevel shared param and apply to KMeans\n\nIntroduce a `HasIntermediateStorageLevel` shared param (generated into both\n`sharedParams.scala` and PySpark `shared.py`) and apply it to KMeans as the\nreference implementation for SPARK-47103. This lets users control the\nStorageLevel of the intermediate datasets MLlib persists internally during\ntraining, which is currently hardcoded to MEMORY_AND_DISK. The default is\nunchanged, so existing behavior is preserved.\n\nFollows the per-estimator param approach suggested by @zhengruifeng on #45182,\nconsistent with ALS's existing `intermediateStorageLevel` param.""]"
apache/spark,56948,2,"['python/pyspark/sql/pandas/serializers.py', 'python/pyspark/worker.py']",[],2,59,['[SPARK-57680][PYTHON] Remove unused ArrowStreamAggPandasUDFSerializer']
apache/spark,56947,1,['LICENSE-binary'],[],0,1,['[SPARK-57869][BUILD] Remove `logging-interceptor` from `LICENSE-binary`']
apache/spark,56946,2,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/expressions/aggregate/collect.scala', 'sql/core/src/test/scala/org/apache/spark/sql/TimestampNanosFunctionsSuiteBase.scala']",['StructType'],61,3,['[SPARK-57809][SQL] Support nanosecond-precision timestamps in collect_list/listagg ordering safety']
apache/spark,56945,4,"['core/src/main/scala/org/apache/spark/SparkContext.scala', 'core/src/main/scala/org/apache/spark/SparkEnv.scala', 'core/src/test/scala/org/apache/spark/SparkContextSuite.scala', 'core/src/test/scala/org/apache/spark/internal/plugin/PluginContainerSuite.scala']",[],37,5,"['[SPARK-57867][CORE] Driver should not reserve off-heap memory in non-local mode', ""Merge branch 'apache:master' into SPARK-57867""]"
apache/spark,56944,6,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/analysis/CheckAnalysis.scala', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/analysis/UnsupportedOperationChecker.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/analysis/UnsupportedOperationsSuite.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/operators/stateful/EventTimeWatermarkExec.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/streaming/operators/stateful/statefulOperators.scala', 'sql/core/src/test/scala/org/apache/spark/sql/streaming/EventTimeWatermarkSuite.scala']",['watermarkLiteral'],164,6,"['[SPARK-57830][SS] Support event-time watermark on nanosecond-precision timestamp columns', '[SPARK-57830][SS] Reject nanosecond event-time columns in dropDuplicatesWithinWatermark until SPARK-57843']"
apache/spark,56943,3,"['python/benchmarks/bench_eval_type.py', 'python/pyspark/sql/tests/arrow/test_arrow_python_udf.py', 'python/pyspark/worker.py']","['_ndarray_to_list', 'isinstance', 'type_of', '_input_fast_listify_safe', 'test_array_input_is_python_list', 'joined', 'type', 'type_of_inner', '_column_to_pylist', 'test_array_string_input_values']",119,2,"['[SPARK-57864][PYTHON] Speed up Arrow-optimized Python UDF input conversion for array columns\n\n### What changes were proposed in this pull request?\n\nIn the Arrow-optimized (non-legacy) regular Python UDF path, input columns are\nconverted from Arrow to Python objects. For an array column whose leaf element\ntype needs no per-element input converter (numeric / bool / string / binary and\nnested arrays of those), the column was materialized with\n`pa.Array.to_pylist()`, which is markedly slower than `pa.Array.to_pandas()` for\nlist types.\n\nThis PR converts such columns via `to_pandas()` and then recursively turns the\nresulting numpy ndarrays back into Python lists, so the UDF still receives the\nsame objects (Python `list`, not `ndarray`) that `to_pylist()` would have\nproduced, at any nesting depth. A per-column predicate `_input_fast_listify_safe`\ngates this: it applies only when the column-level input converter is `None`\n(no per-element coercion needed) and the type is an array whose leaf needs no\nconverter. Columns needing a per-element converter (e.g. timestamp, struct, map,\nUDT) keep the existing `to_pylist()`-based path unchanged.\n\n### Why are the changes needed?\n\n`to_pylist()` on nested/list Arrow arrays is the dominant cost of the Arrow\nPython UDF input path. Combined with the output-side fix (SPARK-57863), this\nremoves the remaining nested-column regression from the pandas->Arrow default.\nMicrobenchmark (`select max(f(arr))`, 4M rows, best-of-6), new PyArrow path vs\nlegacy pandas path:\n\n| input type            | before (ratio) | after (ratio) |\n|-----------------------|----------------|---------------|\n| array<long>           | 1.44x          | 0.89x         |\n| array<string>         | 2.44x          | 1.02x         |\n| array<array<int>>     | 1.43x          | 0.80x         |\n\n### Does this PR introduce _any_ user-facing change?\n\nNo. The UDF receives the same Python objects as before; only the conversion\nmechanism changes, gated to cases proven equivalent.\n\n### How was this patch tested?\n\nNew tests in `test_arrow_python_udf.py` verify array inputs (including nested\narrays) reach the UDF as Python lists and that array<string> values are\npreserved. The full `test_arrow_python_udf` module passes.\n\n### Was this patch authored or co-authored using generative AI tooling?\n\nGenerated-by: Claude Code (Opus 4.8)\n\nCo-authored-by: Claude Code', '[SPARK-57864][PYTHON][FOLLOWUP] Add array input scenarios to SQL_ARROW_BATCHED_UDF benchmark\n\n### What changes were proposed in this pull request?\n\nExtends the `SQL_ARROW_BATCHED_UDF` ASV microbenchmark in\n`python/benchmarks/bench_eval_type.py` to cover array input columns:\n\n- `string_array` and `nested_int_array` entries in\n  `MockDataFactory.TYPE_REGISTRY`, plus `pure_string_arrays` and\n  `pure_nested_int_arrays` type pools / scenarios;\n- a `consume_udf` in `_ArrowBatchedBenchMixin._udfs` that reads the input value\n  and returns a scalar (trivial output), so the Arrow->Python input conversion\n  dominates the measurement. It is type-agnostic, so it stays valid across the\n  whole scenario x UDF cross product.\n\n### Why are the changes needed?\n\nThis gives the standard PySpark benchmark suite coverage of the array (and\nnested-array) input conversion optimized by this change. Driving the worker\ndirectly on `consume_udf`: `pure_string_arrays` improves from ~499ms to ~185ms\nand `pure_nested_int_arrays` from ~924ms to ~392ms per run.\n\n### Does this PR introduce _any_ user-facing change?\n\nNo (benchmark only).\n\n### How was this patch tested?\n\nRan the new scenarios through `ArrowBatchedUDFTimeBench` /\n`ArrowBatchedUDFPeakmemBench` and verified the full scenario x UDF cross product\n(40 combinations) runs without error.\n\n### Was this patch authored or co-authored using generative AI tooling?\n\nGenerated-by: Claude Code (Opus 4.8)\n\nCo-authored-by: Claude Code']"
apache/spark,56942,3,"['sql/core/src/main/java/org/apache/spark/sql/execution/datasources/parquet/VectorizedColumnReader.java', 'sql/core/src/main/scala/org/apache/spark/sql/execution/datasources/parquet/types/ops/TimestampNanosParquetOps.scala', 'sql/core/src/test/scala/org/apache/spark/sql/execution/datasources/parquet/ParquetTimestampNanosSuite.scala']",[],225,92,['[SPARK-57828][SQL] Route nanosecond-timestamp vectorized read through ParquetTypeOps.getVectorUpdater']
apache/spark,56941,9,"['sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/catalog/interface.scala', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/plans/logical/statsEstimation/EstimationUtils.scala', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/plans/logical/statsEstimation/FilterEstimation.scala', 'sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/plans/logical/statsEstimation/UnionEstimation.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/statsEstimation/FilterEstimationSuite.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/statsEstimation/JoinEstimationSuite.scala', 'sql/catalyst/src/test/scala/org/apache/spark/sql/catalyst/statsEstimation/UnionEstimationSuite.scala', 'sql/core/src/main/scala/org/apache/spark/sql/execution/command/CommandUtils.scala', 'sql/core/src/test/scala/org/apache/spark/sql/StatisticsCollectionSuite.scala']",[],273,9,"['[SPARK-57839][SQL] Support the nanosecond-precision timestamp types in CBO statistics estimation', '[SPARK-57839][SQL] Exclude nanosecond timestamps from histogram collection; add LTZ/sub-micro estimation tests', '[SPARK-57839][SQL] Add high-magnitude nanos filter estimation tests and fromDouble lossy comment']"
apache/spark,56940,3,"['python/benchmarks/bench_eval_type.py', 'python/pyspark/sql/tests/arrow/test_arrow_python_udf.py', 'python/pyspark/worker.py']","['ints_as_strings', 'isinstance', 'reverse_each', '_output_fast_path_safe', 'test_array_timestamp_output_timezone', 'test_array_string_output_fast_path', 'all', 'make_ts', 'test_array_string_output_requires_coercion']",169,9,"[""[SPARK-57863][PYTHON] Avoid redundant per-element output conversion in Arrow-optimized Python UDF\n\n### What changes were proposed in this pull request?\n\nIn the Arrow-optimized (non-legacy) regular Python UDF path, the UDF output is\nconverted from Python objects to an Arrow array. Previously, when the return\ntype needed a converter (e.g. `array<string>`), a per-element Python converter\n(`LocalDataToArrowConversion`) was run over every element of every row before\nbuilding the Arrow array, even when the elements already matched the declared\ntype and PyArrow could build the array directly.\n\nThis PR adds a fast path: for return types with no value-transforming coercion,\nit first tries `pa.array(results, type=arrow_return_type)` on the raw UDF\nresults and only falls back to the per-element converter if PyArrow rejects them\n(an element genuinely needs coercion). A static per-UDF predicate,\n`_output_fast_path_safe`, gates the fast path and excludes types whose converter\ntransforms a value that `pa.array` would also accept (silent divergence) or\nwhere `pa.array` accepts input the converter is meant to reject:\n\n- Timestamp / TimestampNTZ: converter truncates to the session time zone.\n- Decimal: `pa.array` coerces int -> decimal, bypassing the\n  `intToDecimalCoercionEnabled` gate and rescaling / `Decimal('NaN')` handling.\n- UDT / Variant / Geometry / Geography: converter serializes to a storage form.\n- Null.\n\nNumeric / bool / string / binary and nested containers of those are safe.\n\n### Why are the changes needed?\n\nThe per-element output converter is pure overhead when results already match the\ndeclared type. For an `array<string>` UDF (the `reverse_array` shape), the\nconverter accounts for a large fraction of output time; a microbenchmark on\n`select max(reverse_array(array(a, b)))` over 4M rows (best-of-6) shows the\nArrow path improving from 2.48s to 1.86s (~25% faster), narrowing the gap to\nthe legacy pandas path from 1.77x to 1.31x.\n\n### Does this PR introduce _any_ user-facing change?\n\nNo. Output values are unchanged; the fast path is only taken when it produces\nresults identical to the existing converter path.\n\n### How was this patch tested?\n\nNew tests in `test_arrow_python_udf.py` covering `array<string>` output (already\ncorrect types), `array<string>` output requiring int->string coercion (fallback\npath), and `array<timestamp>` output verifying session-timezone handling (an\nexcluded type). They run under both legacy and non-legacy conversion configs.\nThe full `test_arrow_python_udf` module (301 tests) passes.\n\nCo-authored-by: Claude Code"", '[SPARK-57863][PYTHON][FOLLOWUP] Add array<string> scenario/UDF to SQL_ARROW_BATCHED_UDF benchmark\n\n### What changes were proposed in this pull request?\n\nExtends the existing `SQL_ARROW_BATCHED_UDF` ASV microbenchmark in\n`python/benchmarks/bench_eval_type.py` to cover a nested (array) type:\n\n- a `string_array` entry in `MockDataFactory.TYPE_REGISTRY` and a\n  `pure_string_arrays` type pool / scenario, producing an `array<string>` input\n  column;\n- a `to_string_array_udf` in `_ArrowBatchedBenchMixin._udfs` that returns\n  `array<string>`. It is type-agnostic on input (like the existing UDFs) so it\n  stays valid across the whole scenario x UDF cross product, but paired with the\n  `pure_string_arrays` scenario it gives an array<string>-in / array<string>-out\n  case that stresses the output-side Python->Arrow conversion this change\n  optimizes.\n\n### Why are the changes needed?\n\nThe main change adds an output fast path for nested types; this gives the\nstandard PySpark benchmark suite coverage of that path so the effect is\nmeasurable in a consistent environment. Driving the worker directly at 1M rows\nshows the `array<string>` output improving from ~1412ms to ~1213ms.\n\n### Does this PR introduce _any_ user-facing change?\n\nNo (benchmark only).\n\n### How was this patch tested?\n\nRan the new scenario and UDF through `ArrowBatchedUDFTimeBench` and\n`ArrowBatchedUDFPeakmemBench`, and verified the full scenario x UDF cross product\nruns without error.\n\n### Was this patch authored or co-authored using generative AI tooling?\n\nGenerated-by: Claude Code (Opus 4.8)\n\nCo-authored-by: Claude Code', '[SPARK-57863][PYTHON][FOLLOWUP] Scope array<string> coercion test to non-legacy path\n\ntest_array_string_output_requires_coercion asserts int->string coercion inside\nan array<string> return, which only the non-legacy (Arrow-direct) conversion\npath performs; the legacy pandas path raises. Wrap the test body in\nsql_conf(...pandas.conversion.enabled=False) so it exercises the intended path\nunder all suite variants, matching test_arrow_udf_int_to_decimal_coercion.\n\nCo-authored-by: Claude Code']"
